timestamp,src_ip,username,computer,event_id,message,label,attack_type
2024-04-15T08:17:28Z,10.0.0.5,PEDRO-COMPUTER$,pedro-computer,4688,A new process has been created. Creator Subject: Security ID: S-1-5-18 Account Name: PEDRO-COMPUTER$ Account Domain: WORKGROUP Logon ID: 0x3E7 Target Subject: Security ID: S-1-0-0 Account Name: pedro Account Domain: PEDRO-COMPUTER Logon ID: 0xE2697 Process Information: New Process ID: 0x15f8 New Pro,1,Defense Evasion
2024-04-15T08:17:36Z,10.0.0.5,pedro,pedro-computer,4673,A privileged service was called. Subject: Security ID: S-1-5-21-3768430097-3400800235-1714852860-1002 Account Name: pedro Account Domain: PEDRO-COMPUTER Logon ID: 0xE2697 Service: Server: Security Service Name: - Process: Process ID: 0x15f8 Process Name: C:\Windows\System32\smartscreen.exe Service R,1,Defense Evasion
2024-04-15T08:17:44Z,10.0.0.5,PEDRO-COMPUTER$,pedro-computer,4624,An account was successfully logged on. Subject: Security ID: S-1-5-18 Account Name: PEDRO-COMPUTER$ Account Domain: WORKGROUP Logon ID: 0x3E7 Logon Information: Logon Type: 5 Restricted Admin Mode: - Virtual Account: No Elevated Token: Yes Impersonation Level: Impersonation New Logon: Security ID: S,1,Defense Evasion
2024-04-15T08:17:52Z,10.0.0.5,PEDRO-COMPUTER$,pedro-computer,4627,Group membership information. Subject: Security ID: S-1-5-18 Account Name: PEDRO-COMPUTER$ Account Domain: WORKGROUP Logon ID: 0x3E7 Logon Type: 5 New Logon: Security ID: S-1-5-18 Account Name: SYSTEM Account Domain: NT AUTHORITY Logon ID: 0x3E7 Event in sequence: 1 of 1 Group Membership: %{S-1-5-32,1,Defense Evasion
2024-04-15T08:18:00Z,10.0.0.5,SYSTEM,pedro-computer,4672,Special privileges assigned to new logon. Subject: Security ID: S-1-5-18 Account Name: SYSTEM Account Domain: NT AUTHORITY Logon ID: 0x3E7 Privileges: SeAssignPrimaryTokenPrivilege SeTcbPrivilege SeSecurityPrivilege SeTakeOwnershipPrivilege SeLoadDriverPrivilege SeBackupPrivilege SeRestorePrivilege ,1,Defense Evasion
2024-04-15T08:18:08Z,10.0.0.5,PEDRO-COMPUTER$,pedro-computer,4688,A new process has been created. Creator Subject: Security ID: S-1-5-18 Account Name: PEDRO-COMPUTER$ Account Domain: WORKGROUP Logon ID: 0x3E7 Target Subject: Security ID: S-1-0-0 Account Name: - Account Domain: - Logon ID: 0x0 Process Information: New Process ID: 0x137c New Process Name: C:\Windows,1,Defense Evasion
2024-04-15T08:18:16Z,10.0.0.5,pedro,pedro-computer,4673,A privileged service was called. Subject: Security ID: S-1-5-21-3768430097-3400800235-1714852860-1002 Account Name: pedro Account Domain: PEDRO-COMPUTER Logon ID: 0xE2697 Service: Server: Security Service Name: - Process: Process ID: 0x300 Process Name: C:\Windows\System32\svchost.exe Service Reques,1,Defense Evasion
2024-04-15T08:18:24Z,10.0.0.5,MORDORDC$,MORDORDC.theshire.local,4672,Special privileges assigned to new logon. Subject: Security ID: S-1-5-18 Account Name: MORDORDC$ Account Domain: THESHIRE Logon ID: 0x696B82D Privileges: SeSecurityPrivilege SeBackupPrivilege SeRestorePrivilege SeTakeOwnershipPrivilege SeDebugPrivilege SeSystemEnvironmentPrivilege SeLoadDriverPrivil,1,Discovery
2024-04-15T08:18:32Z,10.0.0.5,-,MORDORDC.theshire.local,4627,Group membership information. Subject: Security ID: S-1-0-0 Account Name: - Account Domain: - Logon ID: 0x0 Logon Type: 3 New Logon: Security ID: S-1-5-18 Account Name: MORDORDC$ Account Domain: THESHIRE.LOCAL Logon ID: 0x696B82D Event in sequence: 1 of 1 Group Membership: %{S-1-5-32-544} %{S-1-1-0},1,Discovery
2024-04-15T08:18:40Z,10.0.0.5,MORDORDC$,MORDORDC.theshire.local,4634,An account was logged off. Subject: Security ID: S-1-5-18 Account Name: MORDORDC$ Account Domain: THESHIRE Logon ID: 0x696B82D Logon Type: 3 This event is generated when a logon session is destroyed. It may be positively correlated with a logon event using the Logon ID value. Logon IDs are only uniq,1,Discovery
2024-04-15T08:18:48Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4688,A new process has been created. Creator Subject: Security ID: S-1-5-21-4228717743-1032521047-1810997296-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0x10A7DF Target Subject: Security ID: S-1-0-0 Account Name: - Account Domain: - Logon ID: 0x0 Process Information: New Process ID: 0x,1,Discovery
2024-04-15T08:18:56Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4663,An attempt was made to access an object. Subject: Security ID: S-1-5-21-4228717743-1032521047-1810997296-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0x10A7DF Object: Object Server: Security Object Type: Key Object Name: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa Handle ID:,1,Discovery
2024-04-15T08:19:04Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4799,A security-enabled local group membership was enumerated. Subject: Security ID: S-1-5-21-4228717743-1032521047-1810997296-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0x10A7DF Group: Security ID: S-1-5-32-544 Group Name: Administrators Group Domain: Builtin Process Information: Pro,1,Discovery
2024-04-15T08:19:12Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4689,A process has exited. Subject: Security ID: S-1-5-21-4228717743-1032521047-1810997296-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0x10A7DF Process Information: Process ID: 0x1f68 Process Name: C:\Windows\System32\net1.exe Exit Status: 0x0,1,Discovery
2024-04-15T08:19:20Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4689,A process has exited. Subject: Security ID: S-1-5-21-4228717743-1032521047-1810997296-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0x10A7DF Process Information: Process ID: 0x1744 Process Name: C:\Windows\System32\net.exe Exit Status: 0x0,1,Discovery
